<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BCP01C1903B,20190109,0.05,0.05,0.05,0.05,100
PTTE42C1903A,20190109,0.10,0.10,0.10,0.10,408000
PTT19C1901A,20190109,0.05,0.05,0.05,0.05,1861100
MINT19C1901A,20190109,0.05,0.05,0.05,0.05,60000
PTT06C1901A,20190109,0.05,0.05,0.05,0.05,1193000
KCE19C1906A,20190109,0.31,0.31,0.31,0.31,4650000
BCH-F,20190109,14.10,14.10,14.10,14.10,20000
BANP08P1901A,20190109,0.21,0.21,0.21,0.21,5270400
KCE13C1905A,20190109,0.16,0.16,0.16,0.16,6382400
PTTE24C1904A,20190109,0.17,0.17,0.17,0.17,20800
AOT13C1902A,20190109,0.17,0.17,0.17,0.17,3221000
BCH01P1902A,20190109,0.68,0.68,0.68,0.68,43059600
KCE01C1906A,20190109,0.30,0.30,0.30,0.30,10110900
BJC13C1903A,20190109,0.06,0.06,0.06,0.06,9000
PTG01C1902A,20190109,0.06,0.06,0.06,0.06,5803200
AOT07C1902A,20190109,0.30,0.30,0.30,0.30,275000
TCMC-W2,20190109,0.06,0.06,0.06,0.06,616100
AOT28C1905A,20190109,0.25,0.25,0.25,0.25,3568100
AOT08C1904A,20190109,0.26,0.26,0.26,0.26,4450600
SIRI19C1906A,20190109,0.20,0.20,0.20,0.20,927100
MTC24C1903A,20190109,0.20,0.20,0.20,0.20,600000
AOT11C1906A,20190109,0.20,0.20,0.20,0.20,259700
TKN13C1905A,20190109,0.07,0.07,0.07,0.07,55000
AOT01C1904B,20190109,0.21,0.21,0.21,0.21,13758900
AOT06C1903A,20190109,0.22,0.22,0.22,0.22,4659100
AOT01C1902A,20190109,0.38,0.38,0.38,0.38,24321300
HANA28C1904A,20190109,0.08,0.08,0.08,0.08,1875600
HANA01C1905A,20190109,0.16,0.16,0.16,0.16,3007800
THAN13C1902A,20190109,0.08,0.08,0.08,0.08,807900
TOA01C1901A,20190109,0.08,0.08,0.08,0.08,188200
TWZ,20190109,0.08,0.08,0.08,0.08,102819600
AOT13C1904A,20190109,0.42,0.42,0.42,0.42,4448300
ORI19C1905A,20190109,0.34,0.34,0.34,0.34,4989600
ESSO11C1905A,20190109,0.17,0.17,0.17,0.17,302200
SCB06C1903A,20190109,0.18,0.18,0.18,0.18,850000
WORK28C1905A,20190109,0.09,0.09,0.09,0.09,813600
PTTE08C1904A,20190109,0.09,0.09,0.09,0.09,525900
SCC42C1904A,20190109,0.09,0.09,0.09,0.09,138400
HMPR28C1903A,20190109,0.09,0.09,0.09,0.09,400000
BLAN01C1903A,20190109,0.09,0.09,0.09,0.09,926700
AMAT01P1903A,20190109,0.56,0.56,0.56,0.56,19083400
DCORP,20190109,0.85,0.85,0.85,0.85,95433200
ORI28C1904B,20190109,0.19,0.19,0.19,0.19,4944200
TPI01C1906B,20190109,0.19,0.19,0.19,0.19,199200
CKP08C1903B,20190109,0.10,0.10,0.10,0.10,2864300
WP,20190109,5.10,5.10,5.10,5.10,5611100
IRPC01P1903B,20190109,0.42,0.42,0.42,0.42,2835500
CHG01P1903A,20190109,0.84,0.84,0.84,0.84,22325200
ORI28C1904A,20190109,0.32,0.32,0.32,0.32,6533200
TRUE01P1902B,20190109,0.32,0.32,0.32,0.32,14179100
HANA13C1905A,20190109,0.11,0.11,0.11,0.11,4117600
SPAL13C1904A,20190109,0.11,0.11,0.11,0.11,8315400
BLA27C1905A,20190109,0.11,0.11,0.11,0.11,180000
WHAU27C1905A,20190109,0.11,0.11,0.11,0.11,720000
TRUE13P1901A,20190109,0.11,0.11,0.11,0.11,45891300
CPAL07C1902A,20190109,0.22,0.22,0.22,0.22,100
EGCO19C1901A,20190109,0.22,0.22,0.22,0.22,984200
EA23C1901A,20190109,0.22,0.22,0.22,0.22,3000000
S5028P1901A,20190109,0.46,0.46,0.46,0.46,427000
CPAL06C1903A,20190109,0.35,0.35,0.35,0.35,662000
CBG16C1912A,20190109,0.36,0.36,0.36,0.36,160300
HANA01C1905B,20190109,0.12,0.12,0.12,0.12,687300
GUNK24C1903A,20190109,0.12,0.12,0.12,0.12,50000
IVL13P1902A,20190109,0.12,0.12,0.12,0.12,993600
IRPC01P1903A,20190109,0.60,0.60,0.60,0.60,2228600
TMB06C1903A,20190109,0.12,0.12,0.12,0.12,30100
AOT27C1902A,20190109,0.12,0.12,0.12,0.12,720000
CPAL13C1901A,20190109,0.12,0.12,0.12,0.12,430400
AOT01C1902B,20190109,0.12,0.12,0.12,0.12,39083000
CI-W1,20190109,0.12,0.12,0.12,0.12,46400
AOT23C1906A,20190109,0.37,0.37,0.37,0.37,2428400
TPI01C1906A,20190109,0.25,0.25,0.25,0.25,228200
TRUE19P1903A,20190109,0.25,0.25,0.25,0.25,7500700
DTAC06C1903A,20190109,0.25,0.25,0.25,0.25,367000
AOT01C1904A,20190109,0.38,0.38,0.38,0.38,15286900
CKP13C1903A,20190109,0.38,0.38,0.38,0.38,7057500
PTTE41C1905A,20190109,0.26,0.26,0.26,0.26,50000
ORI13C1904B,20190109,0.26,0.26,0.26,0.26,26726700
BCP01C1903A,20190109,0.13,0.13,0.13,0.13,13313000
ERW24C1904A,20190109,0.13,0.13,0.13,0.13,2800
SCB01C1902B,20190109,0.26,0.26,0.26,0.26,12166500
INTU11P1905A,20190109,0.26,0.26,0.26,0.26,1469000
CKP01C1906A,20190109,0.27,0.27,0.27,0.27,15389900
TOA28C1904A,20190109,0.14,0.14,0.14,0.14,405600
SCB01C1904B,20190109,0.14,0.14,0.14,0.14,3200500
KTB13C1903A,20190109,0.14,0.14,0.14,0.14,1200800
MINT01P1901A,20190109,0.14,0.14,0.14,0.14,5364800
S5006P1903D,20190109,0.43,0.43,0.43,0.43,12183300
MTC27C1904A,20190109,0.44,0.44,0.44,0.44,10000
ESSO13C1905A,20190109,0.15,0.15,0.15,0.15,6853800
PRM19C1906A,20190109,0.15,0.15,0.15,0.15,689900
GLOB01C1903B,20190109,0.15,0.15,0.15,0.15,25695800
KTB08C1903A,20190109,0.15,0.15,0.15,0.15,997100
KTB19C1901A,20190109,0.15,0.15,0.15,0.15,1160800
INTU42P1904A,20190109,0.31,0.31,0.31,0.31,1834800
CPF13C1903A,20190109,0.31,0.31,0.31,0.31,4558800
STEC01P1902A,20190109,0.62,0.62,0.62,0.62,6659600
MNIT,20190109,1.40,1.40,1.40,1.40,700
MTC06C1903A,20190109,0.32,0.32,0.32,0.32,678100
S5006P1903B,20190109,0.80,0.80,0.80,0.80,603800
CKP27C1905A,20190109,0.16,0.16,0.16,0.16,300000
LH27P1905A,20190109,0.32,0.32,0.32,0.32,1040000
SCC01C1901B,20190109,0.16,0.16,0.16,0.16,15454000
TCAP01C1901A,20190109,0.49,0.49,0.49,0.49,2499200
SOLAR,20190109,2.02,2.02,2.02,2.02,9926500
GLOB24C1906A,20190109,0.17,0.17,0.17,0.17,15120200
THAI27C1905A,20190109,0.17,0.17,0.17,0.17,740000
PTTG01P1901B,20190109,0.17,0.17,0.17,0.17,12660500
APURE-W2,20190109,0.17,0.17,0.17,0.17,223800
SE-ED,20190109,2.84,2.84,2.84,2.84,6800
SUPE19C1906A,20190109,0.18,0.18,0.18,0.18,90000
BBL28C1904A,20190109,0.18,0.18,0.18,0.18,5490000
DTAC01C1905B,20190109,0.36,0.36,0.36,0.36,1752800
TRUE08P1902A,20190109,0.18,0.18,0.18,0.18,5207600
TOP06C1903A,20190109,0.18,0.18,0.18,0.18,1483700
BKD-W2,20190109,0.18,0.18,0.18,0.18,9720400
CFRESH,20190109,4.00,4.00,4.00,4.00,300500
JMT,20190109,11.00,11.00,11.00,11.00,2041700
JCKH,20190109,0.55,0.55,0.55,0.55,1200
XO-W1,20190109,6.45,6.45,6.45,6.45,200
SCB19C1905A,20190109,0.37,0.37,0.37,0.37,1106200
NOBLE,20190109,14.90,14.90,14.90,14.90,661700
WHA01P1906A,20190109,0.56,0.56,0.56,0.56,14934800
S5006P1903C,20190109,0.57,0.57,0.57,0.57,9312300
TRUE01P1902A,20190109,0.57,0.57,0.57,0.57,7190800
TCAP13C1901A,20190109,0.19,0.19,0.19,0.19,8174500
MACO-W2,20190109,0.19,0.19,0.19,0.19,3607200
SAWA01C1901B,20190109,0.39,0.39,0.39,0.39,6741200
IVL01P1903B,20190109,0.59,0.59,0.59,0.59,4766500
BANP01P1903B,20190109,0.59,0.59,0.59,0.59,8347100
AOT16C1912A,20190109,0.79,0.79,0.79,0.79,8000
TPIP13C1908A,20190109,0.20,0.20,0.20,0.20,431800
S5008P1903A,20190109,0.60,0.60,0.60,0.60,28919600
ESSO01C1906B,20190109,0.20,0.20,0.20,0.20,2040400
WHA27P1905A,20190109,0.40,0.40,0.40,0.40,870000
EGCO01C1903B,20190109,0.40,0.40,0.40,0.40,6671500
S5013P1903B,20190109,0.61,0.61,0.61,0.61,548658200
TU,20190109,16.30,16.30,16.30,16.30,20672600
ITEL-W1,20190109,0.41,0.41,0.41,0.41,2410700
WHAU13C1905A,20190109,0.21,0.21,0.21,0.21,3239400
SAWA24C1910A,20190109,0.84,0.84,0.84,0.84,20800
MINT07C1906A,20190109,0.21,0.21,0.21,0.21,5000
PTTE23C1906A,20190109,0.21,0.21,0.21,0.21,5382100
PTTG08P1904A,20190109,0.63,0.63,0.63,0.63,2632900
TMB01P1903A,20190109,0.42,0.42,0.42,0.42,1480000
SAWA28C1902A,20190109,0.21,0.21,0.21,0.21,1532100
UPOIC,20190109,4.28,4.28,4.28,4.28,1000
SVI,20190109,4.92,4.92,4.92,4.92,8135500
ECL,20190109,1.72,1.72,1.72,1.72,7438500
KCE,20190109,27.00,27.00,27.00,27.00,6316400
CNT,20190109,1.95,1.95,1.95,1.95,827600
SCB24C1905A,20190109,0.44,0.44,0.44,0.44,300500
SGP28C1904A,20190109,0.22,0.22,0.22,0.22,1529600
IVL28P1904A,20190109,0.22,0.22,0.22,0.22,3751800
SAWA13C1903A,20190109,0.22,0.22,0.22,0.22,3746600
CKP11C1910A,20190109,0.23,0.23,0.23,0.23,1763000
S5028P1903A,20190109,0.92,0.92,0.92,0.92,67891500
GLOB23C1906A,20190109,0.23,0.23,0.23,0.23,5192600
TOP11C1905A,20190109,0.23,0.23,0.23,0.23,1155100
GUNK24C1909A,20190109,0.47,0.47,0.47,0.47,300000
ORI11C1909A,20190109,0.47,0.47,0.47,0.47,4545100
BANP27P1905A,20190109,0.47,0.47,0.47,0.47,2400000
ADVA01C1905A,20190109,0.47,0.47,0.47,0.47,3008300
CKP19C1902A,20190109,0.47,0.47,0.47,0.47,1287500
S5013P1903C,20190109,0.48,0.48,0.48,0.48,726348300
HANA19C1906A,20190109,0.24,0.24,0.24,0.24,1018500
TCAP11C1909A,20190109,0.24,0.24,0.24,0.24,796000
PTT11C1909A,20190109,0.24,0.24,0.24,0.24,1525000
KTB27C1905A,20190109,0.24,0.24,0.24,0.24,90000
DTAC01C1905A,20190109,0.48,0.48,0.48,0.48,2273000
PTT01C1904A,20190109,0.24,0.24,0.24,0.24,26044600
PTTG01P1901A,20190109,0.72,0.72,0.72,0.72,5865400
JAS-W3,20190109,1.68,1.68,1.68,1.68,582600
GCAP,20190109,2.40,2.40,2.40,2.40,2050900
BEAU01P1902A,20190109,1.21,1.21,1.21,1.21,33586200
SAWA08C1902A,20190109,0.74,0.74,0.74,0.74,447000
MTC06C1901A,20190109,0.99,0.99,0.99,0.99,433000
ESSO19C1906A,20190109,0.25,0.25,0.25,0.25,1536800
S5001P1902B,20190109,1.00,1.00,1.00,1.00,52885300
SPRC,20190109,10.00,10.00,10.00,10.00,28347700
ADVA19C1905A,20190109,0.51,0.51,0.51,0.51,4128500
MTC11C1904A,20190109,0.51,0.51,0.51,0.51,806900
HTECH,20190109,5.10,5.10,5.10,5.10,406000
GUNK13C1905A,20190109,0.26,0.26,0.26,0.26,1579500
BANP01P1905A,20190109,0.52,0.52,0.52,0.52,12307400
SAWA11C1906A,20190109,0.52,0.52,0.52,0.52,302200
ADVA28C1905A,20190109,0.53,0.53,0.53,0.53,10355200
ITEL,20190109,3.20,3.20,3.20,3.20,999500
S5006P1903A,20190109,1.07,1.07,1.07,1.07,1826300
TVO19C1906A,20190109,0.27,0.27,0.27,0.27,366600
SCB13C1905A,20190109,0.27,0.27,0.27,0.27,2928500
MTC19C1903A,20190109,0.27,0.27,0.27,0.27,2162800
SCB01C1904A,20190109,0.27,0.27,0.27,0.27,1959100
CPAL27C1903A,20190109,0.27,0.27,0.27,0.27,90000
EMC,20190109,0.27,0.27,0.27,0.27,1169400
SAWA01C1901A,20190109,0.82,0.82,0.82,0.82,1719600
S5001P1904B,20190109,0.83,0.83,0.83,0.83,1937800
MVP,20190109,1.38,1.38,1.38,1.38,614800
JMT-W2,20190109,1.95,1.95,1.95,1.95,308400
ESSO28C1906A,20190109,0.28,0.28,0.28,0.28,2814800
CPF11C1910A,20190109,0.56,0.56,0.56,0.56,700000
SPAL19C1906A,20190109,0.28,0.28,0.28,0.28,1252200
PTTG06P1903A,20190109,0.28,0.28,0.28,0.28,2606000
CBG06P1903A,20190109,1.72,1.72,1.72,1.72,379800
GLOB01C1903A,20190109,0.29,0.29,0.29,0.29,18510600
CK01P1902A,20190109,0.29,0.29,0.29,0.29,2303800
MTC19C1901A,20190109,0.58,0.58,0.58,0.58,1257600
GEL,20190109,0.29,0.29,0.29,0.29,4278000
ROBI01C1903B,20190109,0.30,0.30,0.30,0.30,2839100
SAWA06C1903A,20190109,1.20,1.20,1.20,1.20,572400
FVC-W2,20190109,0.30,0.30,0.30,0.30,1715800
S5001P1901B,20190109,1.21,1.21,1.21,1.21,10586800
BFIT,20190109,18.10,18.10,18.10,18.10,153500
ASIAN,20190109,7.60,7.60,7.60,7.60,8447100
IVL01P1903A,20190109,0.92,0.92,0.92,0.92,5096900
THE,20190109,1.53,1.53,1.53,1.53,269900
DTAC23C1906A,20190109,0.31,0.31,0.31,0.31,3400000
TRUE01P1905A,20190109,0.62,0.62,0.62,0.62,5499200
CGH,20190109,0.93,0.93,0.93,0.93,7203100
AF,20190109,0.62,0.62,0.62,0.62,39400
ABPIF,20190109,6.30,6.30,6.30,6.30,516800
TOP07C1908A,20190109,0.32,0.32,0.32,0.32,12000
IVL01P1905A,20190109,0.64,0.64,0.64,0.64,12083900
IRPC27P1905A,20190109,0.32,0.32,0.32,0.32,370000
THAN13C1905A,20190109,0.33,0.33,0.33,0.33,2700500
EGCO01C1903A,20190109,0.66,0.66,0.66,0.66,2721200
BANP01P1903A,20190109,0.99,0.99,0.99,0.99,8139200
YUASA,20190109,10.00,10.00,10.00,10.00,22800
BCPG11C1910A,20190109,0.34,0.34,0.34,0.34,760000
ADVA13C1905A,20190109,0.68,0.68,0.68,0.68,14254900
SAWA19C1903A,20190109,0.34,0.34,0.34,0.34,1234800
DTAC01C1902A,20190109,0.68,0.68,0.68,0.68,971300
SGP13C1905A,20190109,0.35,0.35,0.35,0.35,10995000
S5001P1903F,20190109,1.05,1.05,1.05,1.05,269381800
BANP42P1903A,20190109,0.70,0.70,0.70,0.70,3358000
DTAC13C1904A,20190109,0.36,0.36,0.36,0.36,2385000
ADVA01C1905B,20190109,0.36,0.36,0.36,0.36,9684700
DTAC01C1902B,20190109,0.36,0.36,0.36,0.36,1568400
THAI01P1901A,20190109,0.72,0.72,0.72,0.72,1578600
TOA01C1907A,20190109,0.37,0.37,0.37,0.37,250400
PTT13C1906A,20190109,0.37,0.37,0.37,0.37,33073300
ROBI27C1905A,20190109,0.37,0.37,0.37,0.37,1260000
IVL08P1903A,20190109,0.37,0.37,0.37,0.37,2586000
SMT-W2,20190109,0.37,0.37,0.37,0.37,10000
PTG24C1905A,20190109,0.76,0.76,0.76,0.76,55500
GPSC01P1902A,20190109,1.52,1.52,1.52,1.52,4584500
S5013P1903A,20190109,1.15,1.15,1.15,1.15,212589600
TACC,20190109,2.32,2.32,2.32,2.32,345300
LIT,20190109,5.80,5.80,5.80,5.80,514300
DTAC19C1904A,20190109,0.39,0.39,0.39,0.39,5497500
SELIC,20190109,2.34,2.34,2.34,2.34,100200
RPC,20190109,0.39,0.39,0.39,0.39,187900
TITLE,20190109,7.85,7.85,7.85,7.85,1656100
PTTE13C1905A,20190109,0.40,0.40,0.40,0.40,72959900
KTC27P1905A,20190109,0.40,0.40,0.40,0.40,1666500
S,20190109,3.20,3.20,3.20,3.20,9992200
B,20190109,0.40,0.40,0.40,0.40,603700
QHOP,20190109,3.22,3.22,3.22,3.22,300
VNT,20190109,20.10,20.10,20.10,20.10,4238500
SAWA19C1901A,20190109,0.81,0.81,0.81,0.81,1135200
HANA,20190109,30.75,30.75,30.75,30.75,3864100
MINT01P1906A,20190109,0.42,0.42,0.42,0.42,2246200
GRAND,20190109,0.84,0.84,0.84,0.84,1517200
SKY,20190109,12.70,12.70,12.70,12.70,433600
CHARAN,20190109,32.00,32.00,32.00,32.00,100
CPAL24P1909A,20190109,0.43,0.43,0.43,0.43,3000
SPAL01C1907B,20190109,0.43,0.43,0.43,0.43,11776600
S5001P1903G,20190109,0.86,0.86,0.86,0.86,241247400
SAWA28C1905A,20190109,0.43,0.43,0.43,0.43,1114100
PTT19C1906A,20190109,0.43,0.43,0.43,0.43,4115200
SGP19C1905A,20190109,0.43,0.43,0.43,0.43,1369200
ECOMM,20190109,7.93,7.93,7.93,7.93,100
SCG,20190109,4.46,4.46,4.46,4.46,1200
EPG01P1903A,20190109,1.35,1.35,1.35,1.35,1235900
SAM,20190109,0.46,0.46,0.46,0.46,17700
ORI,20190109,6.95,6.95,6.95,6.95,16543700
JWD,20190109,7.00,7.00,7.00,7.00,1330200
SAWA13C1904A,20190109,0.47,0.47,0.47,0.47,3800500
S5001P1901A,20190109,1.42,1.42,1.42,1.42,5663800
SAMTEL,20190109,7.10,7.10,7.10,7.10,372500
TICON,20190109,14.30,14.30,14.30,14.30,59000
BEM13C1901A,20190109,0.48,0.48,0.48,0.48,1000
CRD,20190109,0.96,0.96,0.96,0.96,18500
ML,20190109,0.96,0.96,0.96,0.96,146100
CBG01P1905A,20190109,1.45,1.45,1.45,1.45,3084500
SAWAD-W1,20190109,7.25,7.25,7.25,7.25,64700
UREKA,20190109,1.93,1.93,1.93,1.93,1048500
INOX,20190109,0.98,0.98,0.98,0.98,343800
JUBILE,20190109,14.90,14.90,14.90,14.90,48100
THANI,20190109,7.45,7.45,7.45,7.45,4453900
ERW19C1906A,20190109,0.50,0.50,0.50,0.50,1529600
SCC01C1901A,20190109,0.50,0.50,0.50,0.50,9290700
OTO,20190109,2.00,2.00,2.00,2.00,83100
BSM,20190109,0.50,0.50,0.50,0.50,388200
DREIT,20190109,5.05,5.05,5.05,5.05,30100
AOT,20190109,64.75,64.75,64.75,64.75,33902300
ANAN,20190109,3.16,3.16,3.16,3.16,16857200
S5028P1903B,20190109,0.53,0.53,0.53,0.53,110773200
CPAL23C1906A,20190109,0.53,0.53,0.53,0.53,1020000
STI,20190109,5.30,5.30,5.30,5.30,571800
TCJ-W2,20190109,0.53,0.53,0.53,0.53,17600
PMTA,20190109,10.60,10.60,10.60,10.60,1100
ABICO,20190109,4.22,4.22,4.22,4.22,85900
GBX,20190109,0.54,0.54,0.54,0.54,10100
SISB,20190109,4.38,4.38,4.38,4.38,2495600
CKP-W1,20190109,0.55,0.55,0.55,0.55,29805100
INTU01P1903B,20190109,0.56,0.56,0.56,0.56,9528600
WHAUP,20190109,5.60,5.60,5.60,5.60,5622400
ESSO,20190109,11.20,11.20,11.20,11.20,14624600
S5001P1902A,20190109,1.13,1.13,1.13,1.13,14310700
SITHAI,20190109,1.13,1.13,1.13,1.13,179700
SPI,20190109,71.50,71.50,71.50,71.50,35900
PTT16C1912A,20190109,0.58,0.58,0.58,0.58,500
ROBI01C1903A,20190109,0.58,0.58,0.58,0.58,2216000
SKY-W1,20190109,11.60,11.60,11.60,11.60,5000
BRR,20190109,5.80,5.80,5.80,5.80,79000
PTTG01P1904B,20190109,1.20,1.20,1.20,1.20,5064800
KBAN01P1904B,20190109,0.60,0.60,0.60,0.60,5504000
PTTE11C1910A,20190109,0.61,0.61,0.61,0.61,7732000
ORI-W1,20190109,0.61,0.61,0.61,0.61,6879600
CMO,20190109,1.23,1.23,1.23,1.23,46900
PSTC,20190109,0.62,0.62,0.62,0.62,31235000
TSI,20190109,0.62,0.62,0.62,0.62,3015500
UKEM,20190109,0.65,0.65,0.65,0.65,3250300
AOT-F,20190109,64.75,64.75,64.75,64.75,14800
SGF,20190109,1.29,1.29,1.29,1.29,17098200
ALT-W1,20190109,0.65,0.65,0.65,0.65,52200
ADVA11C1910A,20190109,0.66,0.66,0.66,0.66,1293000
CHINA,20190109,4.61,4.61,4.61,4.61,15700
THANA,20190109,1.97,1.97,1.97,1.97,10700
TTCL,20190109,6.60,6.60,6.60,6.60,160500
TPOLY,20190109,2.66,2.66,2.66,2.66,134200
AAV01P1902A,20190109,0.68,0.68,0.68,0.68,3805000
SCB01C1902A,20190109,0.69,0.69,0.69,0.69,4141200
TNDT,20190109,4.14,4.14,4.14,4.14,12100
PDG,20190109,2.78,2.78,2.78,2.78,33600
PTL,20190109,14.00,14.00,14.00,14.00,645500
ALUCON,20190109,175.00,175.00,175.00,175.00,200
VCOM,20190109,2.86,2.86,2.86,2.86,22500
FVC,20190109,0.71,0.71,0.71,0.71,958700
PTTG24P1905A,20190109,0.72,0.72,0.72,0.72,306000
PTTG01P1904A,20190109,1.46,1.46,1.46,1.46,4856700
DCC-W1,20190109,0.73,0.73,0.73,0.73,7200500
BJC01P1906A,20190109,0.75,0.75,0.75,0.75,6882900
SSP,20190109,7.45,7.45,7.45,7.45,260900
IFS,20190109,3.04,3.04,3.04,3.04,224100
PTG01P1902A,20190109,0.77,0.77,0.77,0.77,4097000
TRUBB,20190109,1.54,1.54,1.54,1.54,43600
CIMBT,20190109,0.78,0.78,0.78,0.78,510300
PTTG42P1904A,20190109,0.79,0.79,0.79,0.79,2448000
OSP,20190109,23.80,23.80,23.80,23.80,7574000
SLP,20190109,0.82,0.82,0.82,0.82,132500
NKI,20190109,61.25,61.25,61.25,61.25,6800
HPT,20190109,0.83,0.83,0.83,0.83,136200
ADB,20190109,0.84,0.84,0.84,0.84,122500
INTU01P1903A,20190109,0.86,0.86,0.86,0.86,6076600
GLOBAL,20190109,17.60,17.60,17.60,17.60,20189300
PSL,20190109,8.80,8.80,8.80,8.80,4396400
KBAN01P1904A,20190109,0.90,0.90,0.90,0.90,1760900
S5001P1904A,20190109,0.93,0.93,0.93,0.93,3957200
TIGER,20190109,3.72,3.72,3.72,3.72,1000900
ZIGA,20190109,1.85,1.85,1.85,1.85,104800
LDC,20190109,0.93,0.93,0.93,0.93,81800
MDX,20190109,3.72,3.72,3.72,3.72,36900
KBAN01P1907A,20190109,0.94,0.94,0.94,0.94,6501500
SMART,20190109,0.95,0.95,0.95,0.95,234600
TLGF,20190109,19.00,19.00,19.00,19.00,564000
PICO,20190109,3.80,3.80,3.80,3.80,8100
ASIMAR,20190109,1.90,1.90,1.90,1.90,82700
E1VFVN3001,20190109,19.40,19.40,19.40,19.40,140727
INTUCH-F,20190109,49.00,49.00,49.00,49.00,12200
S5001C1903H,20190109,1.00,1.00,1.00,1.00,47011000
KBAN01P1901A,20190109,1.00,1.00,1.00,1.00,3485200
SKE,20190109,1.00,1.00,1.00,1.00,1255600
M,20190109,75.00,75.00,75.00,75.00,251100
CKP,20190109,5.00,5.00,5.00,5.00,67264100
KBS,20190109,3.98,3.98,3.98,3.98,22400
TPAC,20190109,10.00,10.00,10.00,10.00,2700
BOL,20190109,2.00,2.00,2.00,2.00,5900
TAE,20190109,2.04,2.04,2.04,2.04,34500
CHOW,20190109,4.06,4.06,4.06,4.06,66300
TCJ,20190109,5.05,5.05,5.05,5.05,10800
DCC,20190109,2.02,2.02,2.02,2.02,3770300
ENY,20190109,7.15,7.15,7.15,7.15,100
